seed,result,time (seconds)
1053,unknown,17.75
1054,unknown,39.545
1055,unknown,41.381
1056,unknown,7.57
1057,unknown,30.379
1058,unsolvable,419.275
1059,unknown,20.707
1060,unknown,91.715
1061,unknown,36.708
1062,unknown,41.287
1063,unknown,46.511
1064,unknown,25.67
1065,unknown,66.37
1066,unsolvable,22.312
1067,unsolvable,1.82
1068,unknown,35.078
1069,unknown,54.855
1070,unsolvable,383.19
1071,unknown,18.022
1072,unknown,39.093
1073,unknown,31.501
1074,unsolvable,649.688
1075,unknown,63.861
1076,unknown,26.092
1077,unsolvable,1.264
1078,unknown,39.843
1079,unknown,31.899
1080,unknown,70.44
1081,unsolvable,8.752
1082,unknown,18.148
1083,unknown,31.984
1084,unknown,28.188
1085,unknown,19.143
1086,unsolvable,22.888
1087,unknown,23.111
1088,unknown,35.268
1089,unknown,18.167
1090,unknown,31.086
1091,unknown,55.365
1092,unknown,8.053
1093,unknown,17.553
1094,unknown,16.191
1095,unknown,23.779
1096,unknown,54.101
1097,unknown,36.258
1098,unknown,21.977
1099,unknown,35.878
1100,unknown,9.852
1101,unknown,34.475
1102,unsolvable,22.468
1103,unknown,29.387
1104,unknown,22.938
1105,unsolvable,55.625
1106,unsolvable,2.663
1107,unknown,64.939
1108,unknown,83.02
1109,unknown,68.449
1110,unknown,37.631
1111,unknown,24.55
1112,unknown,24.131
1113,unsolvable,1.674
1114,unknown,30.444
1115,unknown,91.736
1116,unknown,33.308
1117,unknown,15.382
1118,unknown,46.245
1119,unknown,36.475
1120,unsolvable,1.381
1121,unknown,39.145
1122,unknown,89.047
1123,unknown,37.21
1124,unknown,65.692
1125,unknown,124.148
1126,unknown,39.95
1127,unknown,25.295
1128,unknown,18.759
1129,unknown,35.031
1130,unknown,40.914
1131,unknown,29.328
1132,unknown,31.978
1133,unknown,48.023
1134,unknown,18.44
1135,unknown,61.901
1136,unknown,17.938
1137,unknown,45.112
1138,unknown,10.446
1139,unsolvable,16.009
1140,unknown,24.155
1141,unknown,17.869
1142,unknown,21.595
1143,unknown,8.783
1144,unknown,43.548
1145,unknown,22.589
1146,unknown,13.748
1147,unknown,25.854
1148,unknown,33.161
1149,unknown,19.179
1150,unknown,21.818
1151,unknown,16.837
1152,unknown,66.424
1153,unknown,35.326
1154,unknown,17.237
1155,unknown,33.568
1156,unknown,86.982
1157,unknown,59.579
1158,unknown,28.235
1159,unsolvable,144.022
1160,unsolvable,3.021
1161,unknown,31.44
1162,unknown,25.414
1163,unknown,7.874
1164,unknown,59.722
1165,unknown,30.773
1166,unsolvable,33.47
1167,unknown,31.436
1168,unknown,22.429
1169,unknown,15.629
